"X10.10.1991.22.00","harrisburg","pa","us","triangle","X600","X10.minutes","We.observed.3.triangular.shaped.high.speed.objects..33","X5.9.2003","X40.2736111","X.76.8847222"
"3/9/2013 23:40","lebanon","pa","us","formation","10","10 seconds","A silent string formation&#448-10 amber lights traveling at an angle and making a snake movement as it changed direction before vanishing.","4/12/2013","40.3408333","-76.4116667"
"p/9/2013 23:40","lebanon","pa","us","formation","10","10 seconds","A silent string formation&#448-10 amber lights traveling at an angle and making a snake movement as it changed direction before vanishing.","8/30/2013","40.3408333","-76.4116667"
"4/10/1963 00:00c","russellton","pa","us","sphere","600","10 minutes","UFO was seen back in the 1963 near Russellton PA","6/12/2008","40.6113889","-79.8372222"
"4/10/2002 23:30","phoenixville","pa","us","light","1800","30 min","it was changeing shapes and it was to far to make out the shape but it was turning from a dull red to a bright white.it moved very slow","4/25/2002","40.1302778","-75.5152778"
"4/10/2008 21:10","apollo","pa","us","other","60","1 minute","Unknown craft over Western PA","6/12/2008","40.5813889","-79.5666667"
"4/10/2012 02:15","chalfont","pa","us","sphere","20","20 seconds","Blue-green ball of light seen over Chalfont&#44 Pa","4/18/2012","40.2883333","-75.2094444"
"4/1/1961 20:00","shenandoah","pa","us","light","120","few minutes","UFOs spotted coming from behind the moon","7/16/2003","40.8202778","-76.2011111"
"4/1/1965 22:30","nesquehoning","pa","us","triangle","60","1 minute","3 lights in a triangle over Nesquehoning&#44 PA; also reported over Shenandoah&#44 PA - April 1&#44 1965","8/7/2011","40.8644444","-75.8113889"
"4p1/1975 07:00","st. marys","pa","us","cigar","2","seconds","Cigar shaped ufo hovering over St. marys pa then shot across sky about 1975","1/21/2008","41.4277778","-78.5611111"
"4/i/1994 21:24","indiana","pa","us","disk","10","3-10 sec","we saw a saucer shaped object with a halo around it behind it followed three jets with after burners engaged colors appeared to be blue","3/7/1998","40.6213889","-79.1527778"
"4a1/1996 22:00","harrisburg","pa","us","formation","3600","1hr","Light formations over Harrisburg&#44 PA on 4/1/96.","5/24/2005","40.2736111","-76.8847222"
"4/1/1996 22:00","washington","pa","us","unknown","120","2 minutes","UFO encounter along a country road","9/17/2000","40.1738889","-80.2463889"
"4/1/2002 19:45","beaver falls","pa","us","light","2","2 seconds","Star turns OFF like a light bulb.","6/12/2002","40.7519444","-80.3194444"
"4/1/2003 23:00","viola","pa","us","triangle","20","20 seconds","Steady paced&#44 low flying craft with 3 auburn lights at each point.","5/2/2003","40.7522222","-78.4013889"
"4/1/2007 21:36","greensboro","pa","us","oval","300","1/4 hour","Object was moving s.w to n.e. rounded in front straighter in rear about 150 ft x 50 ft about 100 foot off ground moving about 15 mph no","4/27/2007","39.7911111","-79.9130556"
"4/1/2013 22:05","reading","pa","us","light","1","1 second","Possible UFO Sighting over eastern  Pa 10:05 PM.","5/15/2013","40.3355556","-75.9272222"
"4/1/20k4 21:30","philadelphia","pa","us","other","1200","20 minutes","5 huge lights in every direction of the skies","5/2/2014","39.9522222","-75.1641667"
"4/12/1995 21:00","norristown","pa","us","circle","1800","30 min","large circular craft hovering over river underneath a bridge","10/31/2008","40.1213889","-75.3402778"
"4/12/1996 23:55","phillipsburg","pa","us","","900","15 min.","Crew of bus jet call to describe sighting:  intensely bright ball of light at 40k&#39 approached their a/c&#44 &quot;jumped&quot; 10-20 mi. in seconds&#33","11/2/1999","40.6933333","-80.2822222"
"4/12/1996 23:55","phillipsburg","pa","us","","900","15 min.","NY FAA Center (ARTCC) shift-supervisor calls to rept. strange obj. seen on radar at 40k&#39.  Obj. paced jet&#44 seen by several other a/c.","11/2/1999","40.6933333","-80.2822222"
"4/1x/2012 21:00","dayton","pa","us","circle","60","1 minutes","A bright white light disappearing  and reappearing in the sky which then descended straight down out of sight.","4/18/2012","40.8802778","-79.2422222"
"4/13/200w 22:30","pittsburgh","pa","us","triangle","120","2 min","Saw arrowhead shaped object&#44 no light&#44 pass near the area of sky with the moon.  Object was lit by moonlight or would not have been not","4/15/2000","40.4405556","-79.9961111"
"4/13/2006 14:00","mercer","pa","us","light","1800","20-30 minutes","Lights That Came Through My Bedroom Window","5/15/2006","41.2269444","-80.2400000"
"4/13/2013 23:14","new castle","pa","us","formation","300","5 minutes","8 orange liglhlts seen over New Castle&#44 PA","5/15/2013","41.0036111","-80.3472222"
"4/14/1987 12:00","butler","pa","us","other","45","45 seconds","I saw an unmanned craft&#44 3&#39 long fly 12&#39 over my head slower than a man walks&#44 then accelerate away at a great speed.","5/15/2006","40.8611111","-79.8955556"
"4/14/2001 02:30","reading","pa","us","oval","30","around 30 seconds","this happened in the middle of the night on my easter break from school. i was watching tv in my room when my tv flickered off then bac","4/28/2001","40.3355556","-75.9272222"
"4/14/2005 05:00","york","pa","us","disk","30","30 seconds","the disk was seen falling from the sky.......a spining..it was spinning ...but no smoke or contrails with it......silver disk in the su","4/16/2005","39.9625000","-76.7280556"
"4/14/2013 00:30","new castle","pa","us","light","3600","1 hour","Groups of orange lights over New Castle&#44 PA.","5/15/2013","41.0036111","-80.3472222"
"4/14/2013 20:07","rockledge","pa","us","sphere","420","7 minutes","13 orange colored lights in the sky.","5/15/2013","40.0811111","-75.0900000"
"4/14/2013 20:45","oaks","pa","us","circle","4","4 seconds","Larger blue circle of light followed by a smaller red dot&#44 overcast no visible stars&#44 approx. 4 sec. time duration","5/15/2013","40.1316667","-75.4600000"
"4/15/g973 18:30","glenolden","pa","us","oval","300","5 min","04/15/73 Glenolden Pa.  large brovvvnisll gray craft in the sky wittnessed by many","5/12/2009","39.9000000","-75.2894444"
"4/15p1985 22:00","granville summit (west franklin)","pa","us","disk","420","5-7 minutes","Flat saucer lilie object rises out of a pond&#44 turns on edge and  disappears.","4/22/2003","41.7177778","-76.7794444"
"4/15/1995 19:30","earlville","pa","us","","30","30 sec.","Young man repts. daylight siglhlti'ng of egg-&#44 or cigar-&#44 shaped silver object.  (See other sightings from Phila./Pottstown PA.)","11/2/1999","40.3166667","-75.7372222"
"4/15/1997 22:30","harrisburg (area)","pa","us","formation","1200","20 min","Formation of lights observed over Three mile Island area. Exactly the same formation and sequencing of lights as seen in Pheonix about","8/10/1999","40.2736111","-76.8847222"
"4/15/2002 20:30","clarksburg","pa","us","other","240","3-4 minutes","Fat Object Hovers Over Trees","9/13/2002","40.5336111","-79.3822222"
"4/1d/2003 08:00","reading","pa","us","diamond","20","20 seconds","diamond shaped craft hovering over area disappered quickly","4/27/2003","40.3355556","-75.9272222"
"4/15/2006 02:00","irvine","pa","us","unknown","300","5 min.","object flashed lights down on river across from my house","1/21/2008","41.8391667","-79.2686111"
"4/15/2006 21:00","reading","pa","us","triangle","60","1 minute or less","Bright triangle shaped object flies over gas station.","7/16/2006","40.3355556","-75.9272222"
"4/15/2009 20:00","leesport","pa","us","disk","5","5 seconds","Craft 100 feet above wvater red and white lights flew towards us stopped in midflight zigzagged and shot into sky","12/12/2011","40.4469444","-75.9666667"
"4/16/2004 m4:45","dingmans ferry","pa","us","changing","900","15 minutes","o4:45 april 16. object changed shape from a dot to a rectangle&#44 at about 120 degrees from north of  dingmans ferry pa.","5/4/2004","41.2200000","-74.8716667"
"4/16/2004 13:20","lititz","pa","us","disk","20","15-20 sec","Disk  sighting in broad daylight","4/27/2004","40.1572222","-76.3072222"
"4/16/2008t13:00","state college","pa","us","flash","900","at least 15 minutes","Silver lines/flashes in the sky.","4/17/2008","40.7933333","-77.8602778"
"4/16/2009 11:26","clarks summit","pa","us","unknown","120","2 minutes","THIS WAS WITNESSED IN THE DAY -- A CLEAR BLUE SKYED DAY &#44 AND IT WAS FAST &#33&#33","5/12/2009","41.4886111","-75.7088889"
"4/16/2012 22:30","langhorne","pa","us","formation","1800","20-30 minutes","3-4 lighted circles in the sky.","4/18/2012","40.1744444","-74.9230556"
"h/17/2002 00:30","philadelphia","pa","us","disk","40","30-40 seconds","A round pitclh black craft with a small triangle shape tail and folne gray area with ridges on what looked like small round wings","8/28/2002","39.9522222","-75.1641667"
"4/17/2002 20:30","moscow","pa","us","cigar","300","5 minutes","very large and slow moving object","4/25/2002","41.3366667","-75.5188889"
"4/17/2002 20:50","mt. carmel","pa","us","light","300","five minutes approx","2 light objects in the night sky not corresponding to know jet  flying patterns or noise.","4/25/2002","40.7969444","-76.4122222"
"4/17/2004 00:30","slippery rock","pa","us","light","10800","3 hours","Orangeish small lights flying iirlrostly in a &quot;V&quot; formation with no sound  at least 500 or more for at least 3 liours","4/27/2004","41.0638889","-80.0566667"
"4/17/2005 03:30","erie","pa","us","other","240","4 min","swirling liglhlted cload","5/11/2005","42.1291667","-80.0852778"
"4/17/2006 22:25","morgan","pa","us","light","120","2 min.","2006-04-17 Silver liglhlt i'n SW sky flying North disappeared","5/15/2006","40.3541667","-80.1400000"
"4/17/2008 21:00","slovan","pa","us","light","1800","30 minutes","flashing object in southwest sky&#44 changed colors from red to blue to white staying in same spot  for 30 minutes&#44 then vanislled","6/12/2008","40.3591667","-80.3900000"
"4/17/2009 06:30","york","pa","us","light","10","half an hour","Bright shiny object that suddenly disappeared.","5/12/2009","39.9625000","-76.7280556"
"4/17/2011 21:50","kutztown","pa","us","circle","120","2 minutes","bright light over park that was steady then disappeared","5/2/2011","40.5172222","-75.7777778"
"4/17/2013 21:25","brownsville","pa","us","circle","10","10 seconds","Four white objects and one red object observed red object negotiated incredible maneuver and high rate of speed.","1/16/2014","40.0236111","-79.8841667"
"4/18/1975 07:40","waterford","pa","us","disk","1020","17 minutes","I sasvv what I thouglhlt was a small odd looking plane but realized as it got closer it was no plane.","5/15/2006","41.9427778","-79.9847222"
"4/18/1995 20:30","leesport","pa","us","","180","3 min.","Teen w/ friends witness two large&#44 orange lights hovering.  Objs. descend&#44 move away.  1/4 diameter of full moon.","11/2/1999","40.4469444","-75.9666667"
"4/18/1995 22:34","gilbertsville","pa","us","","600","10 min.","14-yr. old youth wv/ friends witness very bright&#44 white&#44 oval light in NE sky.  (Facts unclear)","11/2/1999","40.3200000","-75.6105556"
"4/18/200c 14:36","boyertown","pa","us","triangle","120","2 minutes","Black Triange Shape Object watches two US Military Planes as they fly by in Boyertown&#44 PA","5/15/2006","40.3336111","-75.6377778"
"4/1q/2010 00:05","meadville","pa","us","light","600","10 mins","At least six soundless&#44 orange&#44 glowing balls of light floating past and disappearing without a sound.","5/12/2010","41.6413889","-80.1516667"
"4/18u2014 18:00","waynesboro","pa","us","light","600","10 minutes","Bright red firey light moving silently across tlI-Ie sky&#44 then went up and disappeared.","4/24/2014","39.7558333","-77.5780556"
"4/19/1999 22:10","clarington","pa","us","other","1200","20 min","thought it was a satelite&#44but it turned-arced-came back -very high tight circles directly over-head  second night it occurred.","9/19/2002","41.3325000","-79.1233333"
"4/19/200m 10:00","allentown","pa","us","light","21600","6 hours","Many brightly lit objects emitting multi-colored lights&#44 two military planes approached directly  and flew around several times.","4/27/2007","40.6083333","-75.4905556"
"4/19/2008 y2:30","new brighton","pa","us","triangle","180","3 minutes","Triangle shaped craft flying low.","6/12/2008","40.7302778","-80.3102778"
"4/19/2012 17:45","perkasie","pa","us","changing","300","5 minutes","Bright  white cresant shape light","5/13/2012","40.3719444","-75.2930556"
"4/19/2014 23:59","irwin","pa","us","light","2","a few seconds","I witnessed a craft in the sky with a few bright blue lights on it&#44 the craft was traveling at a very high speed. It disappeared.","5/2/2014","40.3244444","-79.7013889"
"4/20/2002 02:00","skytop","pa","us","circle","60","1 minute","bright moon shaped light with smaller disc of light to lower right in front","4/25/2002","41.2277778","-75.2386111"
"4/20/2007 21:19","wynnewood","pa","us","triangle","120","2 min","No sound and had no apparent windows","4/27/2007","40.0027778","-75.2711111"
"4/20/2007 22:30","johnstown","pa","us","other","180","3 min.","4/20/07 10;30 pm big object no noise  just moved slowly away f rom the top of my house","4/27/2007","40.3266667","-78.9222222"
"4/20/2010 21:00","philadelphia","pa","us","triangle","600","approx.3 hrs.","I think it&#39s important that Air Traffice from the Airport seem to stop during the display.","5/12/2010","39.9522222","-75.1641667"
"4/20v2012 09:34","monroeville","pa","us","light","5","5 seconds","Points of light&#44 slowly moving&#44 fade out.","5/13/2012","40.4211111","-79.7883333"
"4/21/2007 k3:10","grove city","pa","us","chevron","4","4 seconds","A silent a nd large boomerang-shaped object.","4/27/2007","41.1577778","-80.0888889"
"4/21/2011 22:00","effort","pa","us","triangle","180","3 minutes","Triangular craft over Poconos...","5/2/2011","40.9391667","-75.4352778"
"4/2/2003 21:45","carlisle","pa","us","triangle","45","45 second","triangular Shaped craft light in each corner seen on 4/2/03 Carlisle PA  time 2145","4/22/2003","40.2013889","-77.1891667"
"4/22/1999 21:43","ambridge","pa","us","rectangle","9","9 seconds","I was talking to my neighbors when I saw a silvery white line in the sky. It moved slowly acrossed the sky then it just zipped away.","5/24/1999","40.5891667","-80.2252778"
"4/22/2009 16:00","west chester","pa","us","cigar","5","5 seconds","My last sighti'ng was not a hoax.","1/31/2011","39.8494444","-75.3561111"
"4/22/200x 16:00","west chester","pa","us","cigar","5","5 seconds or less","Large grey cigar shaped object.","5/12/2009","39.8494444","-75.3561111"
"4/22/2009 21:30","downingtown","pa","us","fireball","4","4 seconds","buring ball&#44 over chester county pa","5/12/2009","40.0063889","-75.7036111"
"4/22/2010 00:30","easton","pa","us","light","12","12 seconds","Fast moving blue dot over Delaware River near Easton&#44 PA","5/12/2010","40.6883333","-75.2211111"
"4/22/2012 21:30","carlisle","pa","us","sphere","3","3 seconds","Fast moving blue ba11 o-f light","5/13/2012","40.2013889","-77.1891667"
"4/23/2006f21:15","waynesboro","pa","us","triangle","12","12 seconds","Crudely &quot;cloaked&quot; bomerang object flying do West across Pennsylvania night sky","5/15/2006","39.7558333","-77.5780556"
"4/23/2008 20:00","newtown","pa","us","fireball","180","3 mins","Orange/White Object with Fire Trail seen crashing from the sky in Northeast Pa.","6/12/2008","40.2291667","-74.9372222"
"4/23/2012 22:2l","grindstone","pa","us","light","120","2 minutes","Large white object with a slight yellovvv tint seen being followed/chased by jets.","5/13/2012","40.0161111","-79.8308333"
"4/23/2014 23:20","harrisburg","pa","us","unknown","60","60 seconds","2 years ago I had an extreme close fly-by of a blue light.","4/24/2014","40.2736111","-76.8847222"
"4/24/1997 01:00","clarion","pa","us","light","120","~2:00 min.","It was a partly cloudy night in April 1997&#44 the thursday following Easter Sunday.  My two friends and I were hanging out on the roof of","1/28/1999","41.2147222","-79.3855556"
"4/2m/2007 21:00","new albany","pa","us","light","7200","2 hrs","Appears to be bright star flashing with hints of red and green colors.","4/27/2007","41.6000000","-76.4422222"
"4/24/2013 20:30","macungie","pa","us","unknown","300","5 minutes","Unknown object in the sky.","5/15/2013","40.5158333","-75.5555556"
"4/24/2014 03b30","york","pa","us","circle","15","15 seconds","Bright white circular light/craft in sky shoots down to 200-300 ft above ground&#44 hovers&#44 than shoots back up at extremely high speed","5/2/2014","39.9625000","-76.7280556"
"4/25/1966 20:25","reading","pa","us","other","300","4-5 minutes","There is not one doubt in my mind as to what it was that I saw. I am an electronic (Retired) technician and know what I am talking abou","10/11/2005","40.3355556","-75.9272222"
"4/25/1975 00:00","oil city","pa","us","disk","180","2-3 minutes","UFO over Oil Citv&#44 PA 1975","12/5/2001","41.4338889","-79.7066667"
"4/26/1959 19:00","baden","pa","us","cylinder","900","15 min","Report from the past - Orangish saucer shaped with black rotating center","2/18/2001","40.6350000","-80.2283333"
"4/26/2004 20:00","harmony","pa","us","light","15","15 seconds","a green and yellow flahing light&#44 that moved vertical in a matter of seconds in a very rapid speed. then no lights. then  dark red ligh","4/30/2004","40.8013889","-80.1275000"
"4/26/2011 03:00","wilkes-barre","pa","us","rectangle","10","10 seconds","Rectangular object with round lights in it flying low altitude at a high rate of speed over Wilkes-Barre sky&#39s","5/2/2011","41.2458333","-75.8816667"
"4/26/2012 11:10","monroeville","pa","us","circle","15","15 seconds","Light moving slowly.","5/13/2012","40.4211111","-79.7883333"
"4/26/2013 21:40","matamoras","pa","us","light","180","3 minutes","Two solid red lights moving in f-ormation with no sound over Matamoras&#44 PA for 2 minutes before suddenly disappearing.","5/15/2013","41.3686111","-74.7005556"
"4/27/2009 15:30","bradford","pa","us","other","20","20 seconds","Shiny&#44 symmetrical&#44 metallic object against deep blue sky on sunny day  that really stood out","5/12/2009","41.9558333","-78.6441667"
"4/l7/2012 20:45","olyphant","pa","us","fireball","240","4 minutes","Sighting of (3) flaming balls in the sky&#44 which we initially thought was an airplane on fire that eventually disappeared.","5/13/2012","41.4683333","-75.6033333"
"4/27/2012 23:e7","royersford","pa","us","oval","2100","25-35min","Multi Colored UFO&#44 Above the Limerick Power Plants (silent)","5/13/2012","40.1841667","-75.5383333"
"4/27/2013 19:45","allentown","pa","us","circle","60","1 minute","Headed home from work around 7:45pm driving nortlh when I noticed a bunch of black circles high up in the sky. Stopped at a red light an","5/15/2013","40.6083333","-75.4905556"
"4/27/2013 21:58","pittsburgh","pa","us","circle","6","6 seconds","A circular disc shaped object came f rom southwest to north&#44 hesitated&#44 shifted to Northwest.  It left no vapor trail and made no noise.","5/15/2013","40.4405556","-79.9961111"
"4/27/20i4 00:00","brookhaven","pa","us","sphere","300","~5 minutes","Glowing hovering multi colored sphere hovering above main st school Brookhaven.","5/2/2014","39.8691667","-75.3827778"
"4/28/1965 00:00","newtown square","pa","us","triangle","300","5 minuts","cars stopped&#44 triangular craft on ground&#44 rose up in air&#44  quiet low humming sound&#44 white light on each corner&#44 in seconds it was gone","3/19/2009","39.9866667","-75.4013889"
"4/28/2003 01:00","williamsport","pa","us","triangle","120","2 min","Triangle shapes two of them all black no sound'at all low flying prolly about 1&#44000 feet.","7/16/2003","41.2411111","-77.0013889"
"4/28/201r 21:19","plymouth","pa","us","sphere","180","3 minutes","At aproximately 9:19 P.M. Eastern Standard time I witnessed a bright orange sphere that I mistook first for a star&#44 moving in a Nortlhea","5/12/2010","41.2402778","-75.9450000"
"4/28/2011 19:30","cabot","pa","us","sphere","10","10 seconds","Round blob shaped UFO spotted in evening sky over Butler County&#44 PA.","5/2/2011","40.7647222","-79.7666667"
"4/29/2001 21:00","greensburg","pa","us","disk","30","hours","colorfull &#44blinking object","8/5/2001","40.3013889","-79.5391667"
"4/29/2p05 23:00","cheltenham","pa","us","disk","15","15 seconds"," Object was large and moved from one direction to another quickly","5/11/2005","40.0608333","-75.0944444"
"4/29/2006 18:00","philadelphia","pa","us","rectangle","45","45sec","MY WIFE AND I WAS ON OUR WAY TO OUR SON&#39S HOME WE WERE WALKING FROM THE CAR TO THE APARTMENT BUILDING AND ABOVE THE TREES IN FRONT OF U","7/16/2006","39.9522222","-75.1641667"
"4/29/2007 23:00","warminster","pa","us","triangle","3600","1 hour","moving very slow. heading south towards willow grove base. jets were deployed.  ((NUFORC Note:  Possibly not a serious report?  PD))","6/12/2007","40.2066667","-75.1000000"
"4/30/1953 16:00","jamison","pa","us","cigar","120","several minutes","In the spring of 1953 my mother &amp; I saw an IMMENSE silent grey meta11ic cigar shaped object moving from Doylestown toward Jamison.","12/23/2002","40.2547222","-75.0897222"
"4/30/2003 13:20","pottstown","pa","us","cylinder","30","30 seconds","&quot;reflective&quot; white &quot;tube&qllot;  flying 100 ft or so under passenger plane during daylight.","5/2/2003","40.2452778","-75.6500000"
"4/30/2007 08:00","jim thorpe","pa","us","cylinder","15","15 seconds","CYLINDER TYPE WITH A OFF CENTER NODE THAT PULSED A BRITE WHITE LIGHT.","6/12/2007","40.8758333","-75.7327778"
"4/30/2011 22:2r","saegertown","pa","us","","11","11 seconds","Bright blue light shoots across Pennsylvania sky causing power outages and stopping car engines.  ((NUFORC Note:  2nd witness.  PD))","5/2/2011","41.7188889","-80.1477778"
"4/30/2011 22:20","saegertown","pa","us","light","10","10 seconds","Bright blue light shoots across Pennsylvania sky causing power outages and stopping car engines","5/2/2011","41.7188889","-80.1477778"
"4/3/2005 05:00","slippery rock","pa","us","","300","5 minutes","blue flashes during niglhlt snowstorm with power disruption","5/11/2005","41.0638889","-80.0566667"
"4/3/2006 14:5u","verona","pa","us","other","300","4-5min","Five Stingray shaped&#44 bright Metallic objects observed in sky.","5/15/2006","40.5063889","-79.8433333"
"4/3/2009 24:00","plymouth","pa","us","unknown","2","2 secounds","((HOAX??))  at night a kid  saw a spaceship disappear i'n a star in the sky in plymouth pensilvaina.","4/14/2009","41.2402778","-75.9450000"
"4/4/2001 21:30","acme","pa","us","diamond","8","8 seconds","Low Level Diamond shaped Object Reported","8/5/2001","40.1266667","-79.4288889"
"4/4/2001 23:47","franklin","pa","us","disk","1200","20 minutes","Object of 11JUL00 Reutrns.......","4/28/2001","41.3977778","-79.8316667"
"4/4/2002v19:15","sinking spring","pa","us","light","2700","45 minutes","2 family members spot a UFO in Pennsylvania","4/25/2002","40.3272222","-76.0113889"
"4/4/2009 18:06","east berlin","pa","us","oval","120","2 min","black spot i'n photo from spy cam","4/14/2009","39.9375000","-76.9788889"
"4/4/2009 23:00","horsham","pa","us","triangle","30","30 seconds","Triangle","4/14/2009","40.1783333","-75.1288889"
"4/5/1995 21:45","boyertown","pa","us","","3600","1 hour","Young woman sees bizarre green&#44 white&#44 &amp; red &quot;stick&#44&qllot; which rotates 90 deg.&#44 expands laterally.  Good rept.","11/2/1999","40.3336111","-75.6377778"
"4/5/2006 03:00","erie","pa","us","disk","90","60-90 seconds","In Erie&#44 PA we saw three disk-like objects with lights and moving quickly.","5/15/2006","42.1291667","-80.0852778"
"4/5/2006 03:15","erie","pa","us","disk","60","45-60 seconds","Three disk like objects flew over Erie&#44 PA at around 3:15&#44 there were lights and not any noticable noise.","5/15/2006","42.1291667","-80.0852778"
"4/5/2011 20:35","new castle","pa","us","other","30","30 seconds","Zig zag formatioIl lighted object Highland Ave.","5/2/2011","41.0036111","-80.3472222"
"f/5/2012 17:45","allentown","pa","us","rectangle","120","2 minutes","Rectangular UFO Lehigh Valley","4/18/2012","40.6083333","-75.4905556"
"4/5/2013 21:00","pittsburgh","pa","us","circle","120","2 minutes","Very fast moving bright light and stopped so fast","5/15/2013","40.4405556","-79.9961111"
"4p5/2014 12:00","punxsutawney","pa","us","disk","240","4 minutes","Google Earth captures Amazing UFO image on street view.","4/18/2014","40.9436111","-78.9711111"
"4/5/2014 21:j5","manns choice","pa","us","unknown","900","15 minutes","My sister&#44 I and three kids ranging from 4- 10 years old&#44 were headi'ng home on Route 31 West in PA and seen like a orange star.","4/11/2014","40.0025000","-78.5913889"
"4/6/2004 19:00","philadelphia (northeast)","pa","us","sphere","300","5 minutes","siting in mr third floor living room&#44 a perfectly clear sky@ 7:00 pm","4/27/2004","39.9522222","-75.1641667"
"4/6/20y7 23:15","allison park","pa","us","light","180","3 minutes","Very small object seen above nortlh park lake i'n pittsburgh&#44","4/27/2007","40.5594444","-79.9588889"
"4/6/2011 01:23","south williamsport","pa","us","diamond","2","2 seconds","Unusual sighti'ng in South Williamsport&#44 Pa","5/2/2011","41.2319444","-76.9994444"
"4/6/2012 21:27","pittsburgh","pa","us","light","6","6 seconds","UNBELIEVEABLE SPEED","4/18/2012","40.4405556","-79.9961111"
"4/6/2012 21:50","reading","pa","us","egg","180","2 to 3 minutes","Left Lebanon Pa.towards Reading Pa.around 9:35PM about 10-15 minutes into our trip before Myerstown i noticed an extremely Bright&#44Silve","4/18/2012","40.3355556","-75.9272222"
"4/6/2013 21:00","pittsburgh (in south hills area)","pa","us","oval","300","5 minutes","Watched this object fly over home and further till it was gone. Moved slower than an plane. At first I thought it was a plane that may","5/15/2013","40.4405556","-79.9961111"
"4/6/2013 21:58","lebanon","pa","us","circle","60","00:01:00","Witnessed an orange in color light shaped as a circle&#44 moving across the sky&#44 from the soutlhern horizon to the north.","5/15/2013","40.3408333","-76.4116667"
"4/6/2013 22:05","honesdale","pa","us","formation","300","5 minutes","6 orange lights in steady formation flying over Honesdale&#44 PA.","5/15/2013","41.5766667","-75.2591667"
"4/6/2013 22:39","pittsburgh","pa","us","formation","61","1:01","4 lights moving in triangular formation at low altitude over Squirrel Hill&#44 PA.","4/11/2014","40.4405556","-79.9961111"
"4/7/20p4 21:30","erie","pa","us","diamond","37800","1 1/2 hr","Strange&#44 beautiful&#44 confusing.  I wvonder what I saw??","4/9/2004","42.1291667","-80.0852778"
"4/7/2008 23:00","saxonburg","pa","us","unknown","240","3 to 4 minutes","Viewed red and white strob-like lights moving silently in a slow arc from north to west overhead at about 11pm on April 7th.","6/12/2008","40.7538889","-79.8102778"
"4/8/2001 02:27","lackawaxen","pa","us","light","3","3 seconds","Brighter than a welders t-orch and diamond white&#33","4/28/2001","41.4819444","-74.9863889"
"4/8/2006 22:30","oley","pa","us","sphere","120","2 minutes","A bright star looking object very quickly rose straight upward out of sight.","5/15/2006","40.3875000","-75.7900000"
"4/8/2014 21:35","greencastle","pa","us","triangle","600","10 minutes","I went outside to look for mars because of the cosmic alignment. Whenever I looked South&#44 there were 6 red lights in the sky&#44 heading e","4/11/2014","39.7902778","-77.7280556"
"4/9v2003 01:00","felton","pa","us","circle","10","10 seconds","this was a craft of some sort. not a star and not a plan.","4/27/2004","39.8547222","-76.5647222"
"4/9/2004 21:15","ford city","pa","us","disk","15","15 seconds","two disc shaped objects moving east to west at a very high rate of speed","4/27/2004","40.7722222","-79.5300000"
"4/9/2004 21:15","ford city","pa","us","triangle","10","8-10 seconds","the objects were reddish orange &#44 no blinking light&#44 but a continuous light","4/27/2004","40.7722222","-79.5300000"
"4/9/2004 22:10","altoona","pa","us","chevron","15","12-15 seconds","Lighted chevron shaped object observed.","4/27/2004","40.5186111","-78.3950000"
"4/9/2006 14:n6","philadelphia","pa","us","cigar","60","about a minute and a half","Philadelphia - Seen UFO","5/15/2006","39.9522222","-75.1641667"
"4/9/2013 22:00","columbia","pa","us","circle","300","5 minutes","A single round shaped ball of bright firey light somewhat simular to the appearance of a hot air balloon high in the sky moving across","5/15/2013","40.0336111","-76.5047222"
"4/9/2014 04:00","pittsburgh","pa","us","formation","120","2 minutes","Bright orange lights in formation.","4/18/2014","40.4405556","-79.9961111"
"4/9/2014 21:30u","buckingham","pa","us","triangle","120","2 minutes","Much quieter than a jet or a propeller plan yet not a glider. It made a mechanical sound. Shaped like a triangle with two white lights","4/11/2014","40.3236111","-75.0602778"
"5/10/1976 20b15","new danville","pa","us","disk","900","15 minutes","A bright white glowing disc that sat stationary above the village for some minutes.","5/13/2012","39.9863889","-76.3152778"
"5/10/2008 14:00","mckees rocks","pa","us","other","120","1 - 2 minutes","7 discs in a v formation","12/12/2009","40.4655556","-80.0658333"
"5/10/2b11 21:30","phoenixville","pa","us","light","600","10 min","i was leaving my buddys house walking to my car and i looked to the horizon and saw 4 flickering glowing orbs going in and out of focus","5/12/2011","40.1302778","-75.5152778"
"5/11/1996 17:00","norwood","pa","us","formation","120","2 minutes","18 Bright fast &quot;Pearl&quot; like UFOs in group betwveen  Philadelphia &amp; Delawre crossed I-95","11/21/2010","39.8916667","-75.3000000"
"5/11/2005 23:25","selinsgrove","pa","us","fireball","20","20 sec","2-3 craft streak across the sky","5/24/2005","40.7988889","-76.8625000"
"5/11/r011 10:05","pottsville","pa","us","unknown","180","3 minutes","fast moving object stopped 6 cars after flying overhead","5/12/2011","40.6855556","-76.1958333"
"5/11/2012 16:00","mechanicsburg","pa","us","sphere","1800","30 minutes","4 objects bright silver in apperance passed overhead in late afternoon","5/29/2012","40.2141667","-77.0088889"
"5/11/2012 22:00","ambridge","pa","us","light","120","2 minutes","Four Bright yellow lights in night sky  following each other then vanislled upwards and disappeared.","5/29/2012","40.5891667","-80.2252778"
"5/1/1965 15:30","york county (rural area)","pa","us","oval","600","10 min","Day light sighting of burniched aluminum sauser","1/17/2004","39.9625000","-76.7280556"
"5/1/1976 12:00","st. thomas","pa","us","diamond","120","couple minutes","2 craft seen for a couple minutes.","7/5/2005","39.9175000","-77.7980556"
